[0mGET / [32m200[0m 30.067 ms - 5998[0m
::ffff:127.0.0.1 - - [15/Jul/2020:05:18:00 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:31 +0000] "GET /users/profile/5f0dee87cd3b7f71ed633f12 HTTP/1.1" 302 72 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:31 +0000] "GET /users/sign-in HTTP/1.1" 200 2597 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:31 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:31 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:31 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:31 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:31 +0000] "GET /css/sign-in-11f1afe805.css HTTP/1.1" 200 1229 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:32 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:46 +0000] "GET /users/profile/5f04ab93eee08424d1fa8669 HTTP/1.1" 302 72 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:46 +0000] "GET /users/sign-in HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:46 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:46 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:46 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:46 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:20:46 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:24:03 +0000] "GET / HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:25:07 +0000] "GET / HTTP/1.1" 200 3086 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:25:07 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:25:07 +0000] "GET /css/home-c039cb16e0.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:25:07 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:25:08 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:25:08 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:25:08 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:25:08 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:01 +0000] "GET / HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:01 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:01 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:01 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:01 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:01 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:01 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:02 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:02 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:26:57 +0000] "GET / HTTP/1.1" - - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:27:37 +0000] "GET / HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:28:18 +0000] "GET / HTTP/1.1" 200 26 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:28:48 +0000] "GET / HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:28:50 +0000] "GET / HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:29:15 +0000] "GET / HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:29:17 +0000] "GET / HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:29:38 +0000] "GET / HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:24 +0000] "GET /users/sign-in HTTP/1.1" 200 2599 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:24 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:24 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:24 +0000] "GET /js/chat_engine-3fe0301276.js HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:25 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:25 +0000] "GET /css/layout-2ccf900314.css HTTP/1.1" 404 164 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:25 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:31 +0000] "GET /users/sign-in HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:31 +0000] "GET /css/layout-2ccf900314.css HTTP/1.1" 404 164 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:31 +0000] "GET /js/chat_engine-3fe0301276.js HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:31 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:32 +0000] "GET /css/layout-2ccf900314.css HTTP/1.1" 404 164 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:32 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:35 +0000] "GET /users/sign-in HTTP/1.1" 200 2597 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:36 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:36 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:36 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:36 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:36 +0000] "GET /css/sign-in-11f1afe805.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:36 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:36 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:30:40 +0000] "GET / HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:31:17 +0000] "GET / HTTP/1.1" 302 72 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:31:17 +0000] "GET /users/sign-in HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:31:17 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:31:17 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:31:17 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:31:17 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:01 +0000] "GET / HTTP/1.1" 302 72 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:01 +0000] "GET /users/sign-in HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:01 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:01 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:01 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:02 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:03 +0000] "GET /users/sign-in HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:04 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:04 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:04 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:04 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:04 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:04 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:21 +0000] "GET /users/sign-in HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:22 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:22 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:22 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:22 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:23 +0000] "GET /users/sign-in HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:23 +0000] "GET /css/layout-be746c3fc6.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:23 +0000] "GET /css/header-5624c7deef.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:23 +0000] "GET /css/footer-80b8801692.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:23 +0000] "GET /css/chat-f9e7ccedd4.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:24 +0000] "GET /css/sign-in-11f1afe805.css HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:24 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:24 +0000] "GET /undefined HTTP/1.1" 404 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:25 +0000] "GET /users/sign-in HTTP/1.1" 304 - "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:26 +0000] "GET / HTTP/1.1" 302 60 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:32:26 +0000] "GET /welcome HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:33:03 +0000] "GET /welcome HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:33:21 +0000] "GET /welcome HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:33:45 +0000] "GET /welcome HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:33:46 +0000] "GET /welcome HTTP/1.1" 500 148 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:34:31 +0000] "GET /welcome HTTP/1.1" 404 146 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:34:55 +0000] "GET /welcome HTTP/1.1" 404 146 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:127.0.0.1 - - [15/Jul/2020:05:35:19 +0000] "GET /welcome HTTP/1.1" 404 146 "http://localhost:8000/users/sign-in" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
